Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
511007,Histologic Technology/Histotechnologist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5110,Clinical/Medical Laboratory Science/Research and Allied Professions,"",06/11/14 08:42 AM,2010
511009,Phlebotomy Technician/Phlebotomist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5110,Clinical/Medical Laboratory Science/Research and Allied Professions,"",06/11/14 08:42 AM,2010
511302,Medical Biochemistry,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511305,Medical Cell Biology,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511307,Medical Immunology,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511701,Optometry,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5117,Optometry,"",06/11/14 08:42 AM,2010
512007,Pharmacoeconomics/Pharmaceutical Economics,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5120,"Pharmacy, Pharmaceutical Sciences, and Administration","",06/11/14 08:42 AM,2010
512008,"Clinical, Hospital, and Managed Care Pharmacy",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5120,"Pharmacy, Pharmaceutical Sciences, and Administration","",06/11/14 08:42 AM,2010
512100,"Podiatry (DPM, DP, PodD)",51,HEALTH PROFESSIONS AND RELATED SCIENCES,5121,"Podiatry (DPM, DP, PodD)","",06/11/14 08:42 AM,1990
512207,Public Health Education and Promotion,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5122,Public Health,"",06/11/14 08:42 AM,2010
512212,Behavioral Aspects of Health,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5122,Public Health,New in 2010,06/11/14 08:42 AM,2010
512310,Vocational Rehabilitation Counseling/Counselor,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5123,Rehabilitation and Therapeutic Professions,"",06/11/14 08:42 AM,2010
512502,Veterinary Anatomy,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5125,Veterinary Biomedical and Clinical Sciences,"",06/11/14 08:42 AM,2010
512509,Comparative and Laboratory Animal Medicine,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5125,Veterinary Biomedical and Clinical Sciences,"",06/11/14 08:42 AM,2010
512602,Home Health Aide/Home Attendant,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5126,Health Aides/Attendants/Orderlies,"",06/11/14 08:42 AM,2010
512705,Psychoanalysis,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5127,Miscellaneous Health Professions,"",06/11/14 08:42 AM,1990
512799,"Medical Illustration and Informatics, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5127,Medical Illustration and Informatics,"",06/11/14 08:42 AM,2010
512917,ENDOCRINOLOGY AND METABOLISM RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512924,HEMATOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512925,HEMATOLOGICAL PATHOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512929,LABORATORY MEDICINE RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512932,NEPHROLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512938,OBSTETRICS AND GYNECOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512948,PEDIATRIC NEPHROLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
513102,Clinical Nutrition/Nutritionist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5131,Dietetics and Clinical Nutrition Services,"",06/11/14 08:42 AM,2010
513303,Naturopathic Medicine/Naturopathy,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5133,Alternative and Complementary Medicine and Medical Systems,"",06/11/14 08:42 AM,2010
513801,Registered Nursing/Registered Nurse,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1601 to 51.3801,06/11/14 08:42 AM,2010
513802,Nursing Administration,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1602 to 51.3802,06/11/14 08:42 AM,2010
513806,Maternal/Child Health and Neonatal Nurse/Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1606 to 51.3806,06/11/14 08:42 AM,2010
513810,Psychiatric/Mental Health Nurse/Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1610 to 51.3810,06/11/14 08:42 AM,2010
513816,Emergency Room/Trauma Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",New in 2010,06/11/14 08:42 AM,2010
520203,"Logistics, Materials, and Supply Chain Management",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations","",06/11/14 08:42 AM,2010
520206,Non-Profit/Public/Organizational Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations","",06/11/14 08:42 AM,2010
520299,"Business Administration, Management and Operations, Other",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations","",06/11/14 08:42 AM,2010
520304,Accounting and Finance,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5203,Accounting and Related Services,"",06/11/14 08:42 AM,2010
520700,Enterprise Management and Operation,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5207,Enterprise Management and Operation,"",06/11/14 08:42 AM,1990
520799,"Entrepreneurial and Small Business Operations, Other",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5207,Entrepreneurial and Small Business Operations,"",06/11/14 08:42 AM,2010
520800,Financial Management and Services,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5208,Financial Management and Services,"",06/11/14 08:42 AM,1990
520899,"Finance and Financial Management Services, Other",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5208,Finance and Financial Management Services,"",06/11/14 08:42 AM,2010
520907,Meeting and Event Planning,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5209,Hospitality Administration/Management,New in 2010,06/11/14 08:42 AM,2010
520988,Hotel/Motel and Restaurant Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5209,Hospitality Administration/Management,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
521205,Business Computer Facilities Operator,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5212,Business Information Systems,"",06/11/14 08:42 AM,1990
521500,Real Estate,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5215,Real Estate,"",06/11/14 08:42 AM,1990
521801,"Sales, Distribution, and Marketing Operations, General",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5218,"General Sales, Merchandising and Related Marketing Operations","",06/11/14 08:42 AM,2010
521902,Fashion Merchandising,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5219,"Specialized Sales, Merchandising and  Marketing Operations","",06/11/14 08:42 AM,2010
521905,Tourism and Travel Services Marketing Operations,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5219,"Specialized Sales, Merchandising and  Marketing Operations","",06/11/14 08:42 AM,2010
521909,Special Products Marketing Operations,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5219,"Specialized Sales, Merchandising and  Marketing Operations","",06/11/14 08:42 AM,2010
530199,"High School/Secondary Diploma Programs, Other",53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES,5301,High School/Secondary Diploma Programs,"",06/11/14 08:42 AM,2010
600105,Orthodontics Residency Program,60,RESIDENCY PROGRAMS,6001,Dental Residency Programs,"",06/11/14 08:42 AM,2010
600107,Periodontology Residency Program,60,RESIDENCY PROGRAMS,6001,Dental Residency Programs,"",06/11/14 08:42 AM,2010
600109,Oral and Maxillofacial Radiology Residency Program,60,RESIDENCY PROGRAMS,6001,Dental Residency Programs,New in 2010,06/11/14 08:42 AM,2010
600225,Hematological Pathology,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2925,06/11/14 08:42 AM,2000
600236,Nuclear Medicine,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2936,06/11/14 08:42 AM,2000
600241,Ophthalmology,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2941,06/11/14 08:42 AM,2000
600250,Pediatric Surgery,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2950,06/11/14 08:42 AM,2000
600253,Plastic Surgery,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2953,06/11/14 08:42 AM,2000
600254,Preventive Medicine,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2954,06/11/14 08:42 AM,2000
600259,Radioisotopic Pathology,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2959,06/11/14 08:42 AM,2000
600269,Pediatric Urology,60,Residency Programs,6002,Medical Residency Programs,New in 2000,06/11/14 08:42 AM,2000
600401,Aerospace Medicine Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0201 to 60.0401,06/11/14 08:42 AM,2010
600404,Child Neurology Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0266 to 60.0404,06/11/14 08:42 AM,2010
600423,Otolaryngology Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0243 to 60.0423,06/11/14 08:42 AM,2010
600424,Pathology Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0244 to 60.0424,06/11/14 08:42 AM,2010
600427,Plastic Surgery Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0253 to 60.0427,06/11/14 08:42 AM,2010
600502,Adolescent Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600503,Blood Banking/Transfusion Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0204 to 60.0503,06/11/14 08:42 AM,2010
600513,Dermatopathology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0214 to 60.0513,06/11/14 08:42 AM,2010
600517,Forensic Pathology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0219 to 60.0517,06/11/14 08:42 AM,2010
600529,Laboratory Medicine Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0229 to 60.0529,06/11/14 08:42 AM,2010
600545,Nuclear Radiology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0237 to 60.0545,06/11/14 08:42 AM,2010
010105,Agricultural/Farm Supplies Retailing and Wholesaling,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0101,Agricultural Business and Management,"",06/11/14 08:42 AM,2010
010299,"Agricultural Mechanization, Other",01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0102,Agricultural Mechanization,"",06/11/14 08:42 AM,2010
010507,Equestrian/Equine Studies,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0105,Agricultural and Domestic Animal Services,"",06/11/14 08:42 AM,2010
010599,"Agricultural and Domestic Animal Services, Other",01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0105,Agricultural and Domestic Animal Services,"",06/11/14 08:42 AM,2010
010606,Plant Nursery Operations and Management,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0106,Applied Horticulture and Horticultural Business Services,"",06/11/14 08:42 AM,2010
010801,Agricultural and Extension Education Services,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0108,Agricultural Public Services,"",06/11/14 08:42 AM,2010
011105,Plant Protection and Integrated Pest Management,01,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",0111,Plant Sciences,"",06/11/14 08:42 AM,2010
020206,Dairy Science,02,AGRICULTURAL SCIENCES,0202,Animal Sciences,"",06/11/14 08:42 AM,1990
020401,"Plant Sciences, General",02,AGRICULTURAL SCIENCES,0204,Plant Sciences,"",06/11/14 08:42 AM,1990
020409,Range Science and Management,02,AGRICULTURAL SCIENCES,0204,Plant Sciences,"",06/11/14 08:42 AM,1990
029999,"Agriculture/Agricultural Sciences, Other",02,AGRICULTURAL SCIENCES,0299,"Agriculture/Agricultural Sciences, Other","",06/11/14 08:42 AM,1990
030203,Natural Resources Law Enforcement and Protective Services,03,CONSERVATION AND RENEWABLE NATURAL RESOURCES,0302,Natural Resources Management and Protective Services,"",06/11/14 08:42 AM,1990
040300,"City/Urban, Community and Regional Planning",04,ARCHITECTURE AND RELATED PROGRAMS,0403,"City/Urban, Community and Regional Planning","",06/11/14 08:42 AM,1990
040500,Interior Architecture,04,ARCHITECTURE AND RELATED PROGRAMS,0405,Interior Architecture,"",06/11/14 08:42 AM,1990
040600,Landscape Architecture,04,ARCHITECTURE AND RELATED PROGRAMS,0406,Landscape Architecture,"",06/11/14 08:42 AM,1990
049900,"Architecture and Related Programs, Other",04,ARCHITECTURE AND RELATED PROGRAMS,0499,"Architecture and Related Programs, Other","",06/11/14 08:42 AM,1990
050000,"Area, Ethnic and Cutltural Studies",05,"AREA, ETHNIC AND CULTURAL STUDIES",0500,"AREA, ETHNIC AND CULTURAL STUDIES","",06/11/14 08:42 AM,1990
050108,Near and Middle Eastern Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050109,Pacific Area/Pacific Rim Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
050120,Ural-Altaic and Central Asian Studies,05,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",0501,Area Studies,"",06/11/14 08:42 AM,2010
080102,Fashion Merchandising,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0801,Apparel and Accessories Marketing Operations,"",06/11/14 08:42 AM,1990
080704,General Buying Operations,08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0807,General/Retailing and Wholesaling Operations and Skills,"",06/11/14 08:42 AM,1990
081299,"Vehicles and Petroleum Products Marketing Operations,",08,MARKETING OPERATIONS/MARKETING AND DISTRIBUTION,0812,Vehicles and Petroleum Products Marketing Operations,"",06/11/14 08:42 AM,1990
090100,"Communication, General",09,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",0901,Communication and Media Studies,New in 2010,06/11/14 08:42 AM,2010
090102,Mass Communication/Media Studies,09,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",0901,Communication and Media Studies,"",06/11/14 08:42 AM,2010
090404,Photojournalism,09,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",0904,Journalism,"",06/11/14 08:42 AM,2010
090906,Sports Communication,09,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",0909,"Public Relations, Advertising, and Applied Communication",New in 2010,06/11/14 08:42 AM,2010
100299,"Audiovisual Communications Technologies/Technicians, Other",10,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES,1002,Audiovisual Communications Technologies/Technicians,"",06/11/14 08:42 AM,2010
110102,Artificial Intelligence,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1101,"Computer and Information Sciences, General","",06/11/14 08:42 AM,2010
110701,Computer Science,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1107,Computer Science,"",06/11/14 08:42 AM,2010
110803,Computer Graphics,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1108,Computer Software and Media Applications,"",06/11/14 08:42 AM,2010
111006,Computer Support Specialist,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1110,Computer/Information Technology Administration and Management,New in 2010,06/11/14 08:42 AM,2010
111099,"Computer/Information Technology Services Administration and Management, Other",11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,1110,Computer/Information Technology Administration and Management,"",06/11/14 08:42 AM,2010
120406,Make-Up Artist/Specialist,12,PERSONAL AND CULINARY SERVICES,1204,Cosmetology and Related Personal Grooming Services,"",06/11/14 08:42 AM,2010
120501,Baking and Pastry Arts/Baker/Pastry Chef,12,PERSONAL AND CULINARY SERVICES,1205,Culinary Arts and Related Services,"",06/11/14 08:42 AM,2010
120502,Bartending/Bartender,12,PERSONAL AND CULINARY SERVICES,1205,Culinary Arts and Related Services,"",06/11/14 08:42 AM,2010
120588,"Institutional Food Workers and Administrators, General",12,PERSONAL AND CULINARY SERVICES,1205,Culinary Arts and Related Services,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
130101,"Education, General",13,EDUCATION,1301,"Education, General","",06/11/14 08:42 AM,2010
130402,Administration of Special Education,13,EDUCATION,1304,Educational Administration and Supervision,"",06/11/14 08:42 AM,2010
130408,Elementary and Middle School Administration/Principalship,13,EDUCATION,1304,Educational Administration and Supervision,"",06/11/14 08:42 AM,2010
130488,"Elementary, Middle and Secondary Education Administration",13,EDUCATION,1304,Educational Administration and Supervision,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
130499,"Educational Administration and Supervision, Other",13,EDUCATION,1304,Educational Administration and Supervision,"",06/11/14 08:42 AM,2010
130699,"Educational Assessment, Evaluation, and Research, Other",13,EDUCATION,1306,"Educational Assessment, Evaluation, and Research","",06/11/14 08:42 AM,2010
130901,Social and Philosophical Foundations of Education,13,EDUCATION,1309,Social and Philosophical Foundations of Education,"",06/11/14 08:42 AM,2010
131006,Education/Teaching of Individuals with Mental Retardation,13,EDUCATION,1310,Special Education and Teaching,"",06/11/14 08:42 AM,2010
131007,Education/Teaching of Individuals with Multiple Disabilities,13,EDUCATION,1310,Special Education and Teaching,"",06/11/14 08:42 AM,2010
131013,Education/Teaching of Individuals with Autism,13,EDUCATION,1310,Special Education and Teaching,"",06/11/14 08:42 AM,2010
131199,"Student Counseling and Personnel Services, Other",13,EDUCATION,1311,Student Counseling and Personnel Services,"",06/11/14 08:42 AM,2010
131201,Adult and Continuing Education and Teaching,13,EDUCATION,1312,"Teacher Education and Professional Development, Specific Levels and Methods","",06/11/14 08:42 AM,2010
131204,Pre-Elementary Education/Early Childhood/Kindergarten,13,EDUCATION,1312,General Teacher Education,"",06/11/14 08:42 AM,1990
190709,Child Care Provider/Assistant,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1907,"Human Development, Family Studies, and Related Services","",06/11/14 08:42 AM,2010
190900,Clothing/Apparel and Textile Studies,19,HOME ECONOMICS,1909,Clothing/Apparel and Textile Studies,"",06/11/14 08:42 AM,1990
200108,FOOD AND NUTRITION,20,VOCATIONAL HOME ECONOMICS,2001,CONSUMER HOMEMAKING EDUCATION,Add by MH 05282014,06/11/14 08:42 AM,1990
200200,Child Care and Guidance Workers and Managers,20,VOCATIONAL HOME ECONOMICS,2002,Child Care and Guidance Workers and Managers,"",06/11/14 08:42 AM,1990
200201,"Child Care and Guidance Workers and Managers, General",20,VOCATIONAL HOME ECONOMICS,2002,Child Care and Guidance Workers and Managers,"",06/11/14 08:42 AM,1990
200306,Fashion and Fabric Consultant,20,VOCATIONAL HOME ECONOMICS,2003,"Clothing, Apparel and Textile Workers and Managers","",06/11/14 08:42 AM,1990
200499,"Institutional Food Workers and Administrators, Other",20,VOCATIONAL HOME ECONOMICS,2004,Institutional Food Workers and Administrators,"",06/11/14 08:42 AM,1990
200599,"Home Furnishings and Equipment Installers and Consultants, Other",20,VOCATIONAL HOME ECONOMICS,2005,Home Furnishings and Equipment Installers and Consultants,"",06/11/14 08:42 AM,1990
200699,"Custodial, Housekeeping and Home Services Workers and Managers",20,VOCATIONAL HOME ECONOMICS,2006,"Custodial, Housekeeping and Home Services Workers","",06/11/14 08:42 AM,1990
220201,"Advanced Legal Research/Studies, General",22,LEGAL PROFESSIONS AND STUDIES,2202,Legal Research and Advanced Professional Studies,"",06/11/14 08:42 AM,2010
220303,Court Reporting/Court Reporter,22,LEGAL PROFESSIONS AND STUDIES,2203,Legal Support Services,"",06/11/14 08:42 AM,2010
231101,Technical and Business Writing,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2311,Technical and Business Writing,"",06/11/14 08:42 AM,2000
239900,"English Language and Literature/Letters, Other",23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2399,"English Language and Literature/Letters, Other","",06/11/14 08:42 AM,1990
250100,Library Science/Librarianship,25,LIBRARY SCIENCE,2501,Library Science/Librarianship,"",06/11/14 08:42 AM,1990
250103,Archives/Archival Administration,25,LIBRARY SCIENCE,2501,Library Science and Administration,New in 2010,06/11/14 08:42 AM,2010
260203,Biophysics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260205,Molecular Biochemistry,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260499,"Cell/Cellular Biology and Anatomical Sciences, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2604,Cell/Cellular Biology and Anatomical Sciences,"",06/11/14 08:42 AM,2010
260502,"Microbiology, General",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260508,Microbiology and Immunology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,New in 2010,06/11/14 08:42 AM,2010
260600,Miscellaneous Biological Specializations,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260610,Parasitology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260615,Bio-statistics,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260788,"Physiology, Human and Animal",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,Added to CIP 2000 by NCES for IPEDS Completion,06/11/14 08:42 AM,2000
260799,"Zoology/Animal Biology, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,"",06/11/14 08:42 AM,2010
260999,"Physiology, Pathology, and Related Sciences, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
261007,Pharmacology and Toxicology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2610,Pharmacology and Toxicology,"",06/11/14 08:42 AM,2010
261301,Ecology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261401,Molecular Medicine,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2614,Molecular Medicine,New in 2010,06/11/14 08:42 AM,2010
270199,"Mathematics, Other",27,MATHEMATICS AND STATISTICS,2701,Mathematics,"",06/11/14 08:42 AM,2010
270306,Mathematical Biology,27,MATHEMATICS AND STATISTICS,2703,Applied Mathematics,New in 2010,06/11/14 08:42 AM,2010
270501,"Statistics, General",27,MATHEMATICS AND STATISTICS,2705,Statistics,"",06/11/14 08:42 AM,2010
270503,Mathematics and Statistics,27,MATHEMATICS AND STATISTICS,2705,Statistics,New in 2010,06/11/14 08:42 AM,2010
270599,"Statistics, Other",27,MATHEMATICS AND STATISTICS,2705,Statistics,"",06/11/14 08:42 AM,2010
280505,Naval Science and Operational Studies,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2805,Military Science and Operational Studies,New in 2010,06/11/14 08:42 AM,2010
280602,Military and Strategic Leadership,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2806,Security Policy and Strategy,New in 2010,06/11/14 08:42 AM,2010
280703,Military Installation Management,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2807,Military Economics and Management,New in 2010,06/11/14 08:42 AM,2010
290201,"Intelligence, General",29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2902,"Intelligence, Command Control and Information Operations",New in 2010,06/11/14 08:42 AM,2010
290207,Cyber/Electronic Operations and Warfare,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2902,"Intelligence, Command Control and Information Operations",New in 2010,06/11/14 08:42 AM,2010
290305,Space Systems Operations,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2903,Military Applied Sciences,New in 2010,06/11/14 08:42 AM,2010
290403,Aircraft Armament Systems Technology,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
300100,Biological and Physical Sciences,30,MULTI/INTERDISCIPLINARY STUDIES,3001,Biological and Physical Sciences,"",06/11/14 08:42 AM,1990
301901,Nutrition Sciences,30,MULTI/INTERDISCIPLINARY STUDIES,3019,Nutrition Sciences,"",06/11/14 08:42 AM,2010
302801,Dispute Resolution,30,MULTI/INTERDISCIPLINARY STUDIES,3028,Dispute Resolution,New in 2010,06/11/14 08:42 AM,2010
303001,Computational Science,30,MULTI/INTERDISCIPLINARY STUDIES,3030,Computational Science,New in 2010,06/11/14 08:42 AM,2010
309900,"Multi/Interdisciplinary Studies, Other",30,MULTI/INTERDISCIPLINARY STUDIES,3099,"Multi/Interdisciplinary Studies, Other","",06/11/14 08:42 AM,1990
310399,"Parks, Recreation and Leisure Facilities Management, Other",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",3103,"Parks, Recreation and Leisure Facilities Management",New in 2010,06/11/14 08:42 AM,2010
350103,Business and Social Skills,35,INTERPERSONAL AND SOCIAL SKILLS,3501,Interpersonal and Social Skills,"",06/11/14 08:42 AM,2010
