site_id,site_name,tid
1511,"DNA polymerase beta, DNA_pol_lambd_f domain",10206
1512,"Histamine H3 receptor, 7tm_1 domain",10280
1513,"Beta-glucocerebrosidase, Glyco_hydro_30 domain",10733
1514,"Carbonic anhydrase VII, Carb_anhydrase domain",11060
1515,"c-Jun N-terminal kinase 2, Pkinase domain",11407
1516,"Cholecystokinin B receptor, 7tm_1 domain",11524
1517,"Protein kinase C alpha , Pkinase domain",11635
1518,"MAP kinase ERK1, Pkinase domain",11639
1519,"Matrix metalloproteinase 11, Peptidase_M10 domain",12867
1520,"Prostanoid EP1 receptor, 7tm_1 domain",20123
1521,"Deoxyuridine triphosphatase, dUTPase_2 domain",100806
1522,"Serine/threonine-protein kinase TBK1, Pkinase domain",100856
1523,"Luciferin 4-monooxygenase, AMP-binding domain",101085
1524,"Spermidine synthase, Spermine_synth domain",101566
1525,"Cation channel sperm-associated protein 1, Ion_trans domain",103781
1526,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform, Metallophos domain",12579
1527,"Sialidase 1, BNR_2 domain",12804
1528,"Plasminogen, Trypsin domain",12809
1529,"Dopamine D2 receptor, 7tm_1 domain",14037
1530,"Melanin-concentrating hormone receptor 1, 7tm_1 domain",19905
1531,"Phospholipase A2 isozyme DE-I, Phospholip_A2_1 domain",20044
1532,"Protein kinase Pfmrk, Pkinase domain",20128
1533,"Coagulation factor X, Trypsin domain",20148
1534,"3-dehydroquinate dehydratase, DHquinase_II domain",100480
1535,"Glycogen phosphorylase, muscle form, Phosphorylase domain",100664
1536,"Muscarinic acetylcholine receptor M3, 7tm_1 domain",100872
1537,"Fructose-1,6-bisphosphatase 1, FBPase domain",100927
1538,"Cathepsin L1, Peptidase_C1 domain",100942
1539,"PER-2 beta-lactamase, Beta-lactamase2 domain",101149
1540,"Squalene epoxidase, SE domain",101192
1541,"Galanin receptor 2, 7tm_1 domain",101237
1542,"Elongation of very long chain fatty acids protein 6, ELO domain",101307
1543,"Beta-lactamase, Transpeptidase domain",103098
1544,"Elastase 1, Trypsin domain",208
1545,"Casein kinase II alpha, Pkinase domain",10044
1546,"Beta-3 adrenergic receptor, 7tm_1 domain",226
1547,"Kappa opioid receptor, 7tm_1 domain",10008
1548,"Spermidine synthase, Spermine_synth domain",10254
1549,"Thyrotropin-releasing hormone receptor 2, 7tm_1 domain",10426
1550,"Prostanoid FP receptor, 7tm_1 domain",10564
1551,"G-protein coupled receptor kinase 2, Pkinase domain",10711
1552,"Alpha-L-fucosidase I, Alpha_L_fucos domain",11390
1553,"CaM kinase II delta, Pkinase domain",11622
1554,"Excitatory amino acid transporter 5, SDF domain",11654
1555,"Glutamate receptor ionotropic kainate 5, ANF_receptor domain",11759
1556,"Mitogen-activated protein kinase kinase kinase 9, Pkinase domain",12038
1557,"Vacuolar H(+)-transporting ATPase 116 kDa subunit, a1 isoform, V_ATPase_I domain",12203
1558,"Matrix metalloproteinase 11, Peptidase_M10 domain",11277
1559,"Cytochrome P450 2D6, p450 domain",11365
1560,"Dual specificity mitogen-activated protein kinase kinase 1, Pkinase domain",11409
1561,"Estradiol 17-beta-dehydrogenase 1, adh_short domain",11512
1562,"Cathepsin B , Peptidase_C1 domain",12933
1563,"Cathepsin L2, Peptidase_C1 domain",20161
1564,"PDZ-binding kinase, Pkinase domain",100411
1565,"Casein kinase II alpha, Pkinase domain",100843
1566,"Transient receptor potential cation channel subfamily V member 3, Ion_trans domain",101224
1567,"Acetylcholine-binding protein, Neur_chan_LBD domain",101435
1568,"Matrix protein 2, Flu_M2 domain",104144
1569,"Peptide deformylase, Pep_deformylase domain",104181
1570,"Matrix metalloproteinase-25, Peptidase_M10 domain",104183
1571,"Tripeptidyl-peptidase 2, Peptidase_S8 domain",102785
1572,"Cathepsin K, Peptidase_C1 domain",102826
1573,"HAP protein (Putative aspartic proteinase), Asp domain",102895
1574,"Glucoamylase, intracellular sporulation-specific, Glyco_hydro_15 domain",102953
1575,"Dopamine D3 receptor, 7tm_1 domain",130
1576,"Beta-2 adrenergic receptor, 7tm_1 domain",10031
1577,"Chymase, Trypsin domain",10074
1578,"Alpha-chymotrypsin, Trypsin domain",10081
1579,"Fatty acid binding protein intestinal, Lipocalin domain",10148
1580,"Prostanoid EP1 receptor, 7tm_1 domain",10613
1581,"Cyclooxygenase-2, An_peroxidase domain",11112
1582,"Testis-specific androgen-binding protein, Laminin_G_1 domain",11170
1583,"Sigma opioid receptor, ERG2_Sigma1R domain",11272
1584,"Histamine H4 receptor, 7tm_1 domain",11290
1585,"Neuropeptide Y receptor type 5, 7tm_1 domain",11336
1586,"Subtilisin/kexin type 6, Peptidase_S8 domain",12186
1587,"Cyclooxygenase-1, An_peroxidase domain",17019
1588,"Serine/threonine-protein kinase PLK3, Pkinase domain",100412
1589,"ADAM17, Peptidase_M84 domain",100569
1590,"Farnesyltransferase, putative, SQS_PSY domain",101121
1591,"Motilin receptor, 7tm_1 domain",101152
1592,"Carbepenem-hydrolyzing beta-lactamase KPC, Beta-lactamase2 domain",101457
1593,"Cysteinyl leukotriene receptor 1, 7tm_1 domain",102414
1594,"Sodium- and chloride-dependent glycine transporter 1, SNF domain",102855
1595,"5'-nucleotidase, Metallophos domain",102910
1596,"Thymidine kinase, TK domain",103058
1597,"6,7-dimethyl-8-ribityllumazine synthase, DMRL_synthase domain",103120
1598,"Amiloride-sensitive cation channel 2, neuronal, ASC domain",103796
1599,"Testosterone 17-beta-dehydrogenase 3, adh_short domain",104409
1600,"Chemoattractant receptor-homologous molecule expressed on Th2 cells, 7tm_1 domain",102576
1601,"Cannabinoid CB2 receptor, 7tm_1 domain",259
1602,"Serine/threonine-protein kinase AKT3, Pkinase domain",10696
1603,"Prostatic acid phosphatase , His_Phos_2 domain",10824
1604,"Cannabinoid CB1 receptor, 7tm_1 domain",10501
1605,"Serotonin 1a (5-HT1a) receptor, 7tm_1 domain",10576
1606,"Phosphodiesterase 4B, PDEase_I domain",10599
1607,"Serotonin 1e (5-HT1e) receptor, 7tm_1 domain",10618
1608,"Rho-associated protein kinase 1 , Pkinase domain",10811
1609,"Peripheral-type benzodiazepine receptor, TspO_MBR domain",10841
1610,"Carbonic anhydrase XIV, Carb_anhydrase domain",11063
1611,"Histone deacetylase 6, Hist_deacetyl domain",11235
1612,"Histamine H3 receptor, 7tm_1 domain",11300
1613,"Cathepsin S, Peptidase_C1 domain",11534
1614,"Dipeptidyl peptidase II, Peptidase_S28 domain",12268
1615,"Metabotropic glutamate receptor 5, ANF_receptor domain",12476
1616,"Ectonucleoside triphosphate diphosphohydrolase 2, GDA1_CD39 domain",12525
1617,"Testis-specific androgen-binding protein, Laminin_G_1 domain",12643
1618,"Tyrosine-protein kinase receptor FLT3, Pkinase_Tyr domain",12670
1619,"Galanin receptor 3, 7tm_1 domain",12886
1620,"Dopamine transporter, SNF domain",13077
1621,"Beta-lactamase TEM, Beta-lactamase2 domain",17125
1622,"Heme oxygenase 1, Heme_oxygenase domain",20059
1623,"S-ribosylhomocysteine lyase, LuxS domain",100678
1624,"Dual-specificity tyrosine-phosphorylation regulated kinase 2, Pkinase domain",100790
1625,"Dual-specificity tyrosine-phosphorylation regulated kinase 3, Pkinase domain",100851
1626,"Cell division control protein 28, Pkinase domain",100103
1627,"Proprotein convertase subtilisin/kexin type 6, Peptidase_S8 domain",101001
1628,"Replicase polyprotein 1ab, Peptidase_C30 domain",101075
1629,"Dehydrogenase/reductase SDR family member 9, adh_short domain",101403
1630,"Bcl-2-related protein A1, Bcl-2 domain",103672
1631,"Endothelin receptor ET-B, 7tm_1 domain",103910
1632,"Somatostatin receptor 4, 7tm_1 domain",10183
1633,"Serine/threonine-protein kinase PLK1, Pkinase domain",10907
1634,"Metabotropic glutamate receptor 1, ANF_receptor domain",11279
1635,"Transthyretin, Transthyretin domain",12704
1636,"Estrogen receptor alpha, Hormone_recep domain",12787
1637,"Macrophage colony stimulating factor  receptor , Pkinase_Tyr domain",12840
1638,"Cytochrome P450 3A4, p450 domain",17045
1639,"Hydroxycarboxylic acid receptor 2, 7tm_1 domain",18013
1640,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",20031
1641,"Alpha-galactosidase, Melibiase domain",100224
1642,"Protein-tyrosine phosphatase 4A3, Y_phosphatase domain",100485
1643,"Tyrosinase, Tyrosinase domain",100675
1644,"Glutamate [NMDA] receptor subunit epsilon 3, ANF_receptor domain",100000
1645,"Bacterial leucyl aminopeptidase , Peptidase_M28 domain",100067
1646,"Excitatory amino acid transporter 1, SDF domain",100179
1647,"Alpha-galactosidase, Melibiase domain",101115
1648,"Cyclin-dependent protein kinase PHO85, Pkinase domain",101249
1649,"Trace amine-associated receptor 1, 7tm_1 domain",101361
1650,"NAD-dependent deacetylase HST2, SIR2 domain",101387
1651,"DNA-(apurinic or apyrimidinic site) lyase, Exo_endo_phos domain",101476
1652,"Protection of telomeres protein 1, Telo_bind domain",101603
1653,"Renin, Asp domain",102401
1654,"Dual specificity protein kinase CLK2, Pkinase domain",102831
1655,"Bombesin receptor subtype-3, 7tm_1 domain",103037
1656,"Metacaspase, Peptidase_C14 domain",103138
1657,"Beta-lactamase, Lactamase_B domain",103462
1658,"Serotonin 1d (5-HT1d) receptor, 7tm_1 domain",105
1659,"Alpha-2b adrenergic receptor, 7tm_1 domain",216
1660,"Thromboxane-A synthase, p450 domain",248
1661,"Carbonic anhydrase III, Carb_anhydrase domain",10139
1662,"Dihydrofolate reductase, DHFR_1 domain",10358
1663,"Uridine phosphorylase 1, PNP_UDP_1 domain",10834
1664,"Protein tyrosine phosphatase type IVA 2, Y_phosphatase domain",103155
1665,"Cytochrome P450 19A1, p450 domain",65
1666,"Receptor protein-tyrosine kinase erbB-2, Pkinase_Tyr domain",188
1667,"Casein kinase I delta, Pkinase domain",10368
1668,"Acetylcholinesterase, COesterase domain",10667
1669,"Salivary alpha-amylase, Alpha-amylase domain",10706
1670,"Urotensin II receptor, 7tm_1 domain",10927
1671,"Matrix metalloproteinase 16, Peptidase_M10 domain",11044
1672,"Phosphodiesterase 1C, PDEase_I domain",11176
1673,"Retinoic acid receptor alpha, Hormone_recep domain",11718
1674,"Alkaline phosphatase placental-like, Alk_phosphatase domain",11919
1675,"Beta-secretase 1, Asp domain",12252
1676,"c-Jun N-terminal kinase 1, Pkinase domain",12261
1677,"Protein kinase C alpha , Pkinase domain",12263
1678,"Kynurenine/alpha-aminoadipate aminotransferase, Aminotran_1_2 domain",12783
1679,"GABA transporter 3, SNF domain",100340
1680,"Fatty acid synthase, FabA domain",100454
1681,"Malonyl-CoA decarboxylase, MCD domain",100666
1682,"Monoglyceride lipase, Hydrolase_4 domain",100799
1683,"L-type amino acid transporter 1, AA_permease_2 domain",100163
1684,"Nuclear receptor subfamily 0 group B member 2, Hormone_recep domain",101029
1685,"Beta-lactamase, Beta-lactamase2 domain",101456
1686,"Glucosylceramidase, Glyco_hydro_30 domain",103581
1687,"Urokinase-type plasminogen activator, Trypsin domain",102983
1688,"Phosphodiesterase 5A, PDEase_I domain",3
1689,"Dihydrofolate reductase, DHFR_1 domain",6
1690,"Estrogen receptor alpha, Hormone_recep domain",19
1691,"Acetylcholinesterase, COesterase domain",93
1692,"Vasopressin V2 receptor, 7tm_1 domain",112
1693,"Sialidase 4, BNR_2 domain",11854
1694,"Urokinase-type plasminogen activator, Trypsin domain",11942
1695,"Glutamate [NMDA] receptor subunit epsilon 2, ANF_receptor domain",12103
1696,"Alpha-1a adrenergic receptor, 7tm_1 domain",12514
1697,"Cyclooxygenase-2, An_peroxidase domain",13031
1698,"Cyclooxygenase-2, An_peroxidase domain",17100
1699,"Penicillin-binding protein 2b, Transpeptidase domain",19601
1700,"Glutamate racemase, Asp_Glu_race domain",19665
1701,"Phosphodiesterase 3B, PDEase_I domain",19683
1702,"11-beta-hydroxysteroid dehydrogenase 2, adh_short domain",20127
1703,"Endo-beta-N-acetylglucosaminidase , Glyco_hydro_85 domain",100683
1704,"Cell division protein ftsZ, Tubulin domain",101288
1705,"5-hydroxytryptamine receptor 2A, 7tm_1 domain",101329
1706,"Interferon-induced, double-stranded RNA-activated protein kinase, Pkinase domain",101333
1707,"Beta-2 adrenergic receptor, 7tm_1 domain",101615
1708,"Heat shock cognate 71 kDa protein, HSP70 domain",103588
1709,"Acidic mammalian chitinase, Glyco_hydro_18 domain",103644
1710,"Peptide deformylase 1A, chloroplastic, Pep_deformylase domain",102547
1711,"RmtA, Methyltransf_31 domain",102590
1712,"Lysosomal protective protein, Peptidase_S10 domain",102753
1713,"C-C chemokine receptor type 5, 7tm_1 domain",102807
1714,"C-X-C chemokine receptor type 3, 7tm_1 domain",103111
1715,"Renin, Asp domain",104565
1716,"Cdc2, Pkinase domain",101081
1717,"Laforin, DSPc domain",105595
1718,"Pepsin A, Asp domain",12327
1719,"Pepsinogen C, Asp domain",10019
1720,"Endothiapepsin, Asp domain",102588
1721,"Neuraminidase, Neur domain",102424
1722,"Neuraminidase, Neur domain",103609
1723,"Neuraminidase, Neur domain",105480
1724,"ADM2, Calc_CGRP_IAPP domain",101137
1725,"Candidapepsin-2, Asp domain",102389
1726,"Ketohexokinase, PfkB domain",103593
1727,"Myosin IIIA, Pkinase domain",101225
1728,"Myosin-IIIB, Pkinase domain",101273
1729,"Neuraminidase, BNR_2 domain",105631
1730,"PBP2, Transpeptidase domain",103873
1731,"Protein Gpr81, 7tm_1 domain",105180
1732,"Thymidine kinase, TK domain",100921
1733,"Trypsin III, Trypsin domain",10121
1734,"ULK3 kinase, Pkinase domain",30051
1735,"Acid ceramidase, CBAH domain",100989
1736,"Acid ceramidase, CBAH domain",105666
1737,"Beta-secretase 1, Asp domain",100609
1738,"Beta-secretase 2, Asp domain",105662
1739,"Kallikrein 4, Trypsin domain",12583
1740,"Kallikrein 6, Trypsin domain",12585
1741,"Seprase, Peptidase_S9 domain",101548
1742,"Apelin receptor, 7tm_1 domain",103800
1743,"CaM kinase IV, Pkinase domain",10971
1744,"CDK6/cyclin D1, Pkinase domain",104977
1745,"CDK6/cyclin D3, Pkinase domain",104965
1746,"CDK9/cyclin T1, Pkinase domain",105083
1747,"Complement C1s, Trypsin domain",10684
1748,"GABA transporter 2, SNF domain",12614
1749,"GABA transporter 2, SNF domain",100342
1750,"Ghrelin receptor, 7tm_1 domain",20164
1751,"Ghrelin receptor, 7tm_1 domain",100865
1752,"Arylsulfatase, Sulfatase domain",105453
1753,"Caspase-3, Peptidase_C14 domain",103127
1754,"Choline transporter, SSF domain",11913
1755,"Glucagon receptor, 7tm_2 domain",146
1756,"Glucagon receptor, 7tm_2 domain",11141
1757,"Glucagon receptor, 7tm_2 domain",11142
1758,"O-acyltransferase, MBOAT domain",105423
1759,"Orexin receptor 1, 7tm_1 domain",102935
1760,"Orexin receptor 2, 7tm_1 domain",103592
1761,"Oxytocin receptor, 7tm_1 domain",104505
1762,"Caspase-14, Peptidase_C14 domain",102642
1763,"Cathepsin K, Peptidase_C1 domain",104597
1764,"Cathepsin Z, Peptidase_C1 domain",100783
1765,"Chemokine receptor, 7tm_1 domain",105425
1766,"Cytochrome P450 121, p450 domain",103908
1767,"Cytochrome P450 1A1, p450 domain",12567
1768,"Cytochrome P450 2J2, p450 domain",100611
1769,"Cytochrome P450 4A4, p450 domain",100123
1770,"Cytochrome P450 7A1, p450 domain",12891
1771,"D-amino-acid oxidase, DAO domain",105664
1772,"Dopamine transporter, SNF domain",10997
1773,"Mu-opioid receptor, 7tm_1 domain",101186
1774,"P2Y purinoceptor 1, 7tm_1 domain",101301
1775,"Relaxin receptor 1, 7tm_1 domain",103749
1776,"Relaxin receptor 2, 7tm_1 domain",103801
1777,"Rhodopsin kinase, Pkinase domain",101033
1778,"Aurora kinase B-A, Pkinase domain",105413
1779,"Bile acid transporter, SBF domain",100142
1780,"Calcitonin receptor, 7tm_2 domain",119
1781,"Calcitonin receptor, 7tm_2 domain",11064
1782,"Cathepsin B , Peptidase_C1 domain",12162
1783,"Cytochrome P450 11A1, p450 domain",10673
1784,"Cytochrome P450 11A1, p450 domain",18037
1785,"Cytochrome P450 11B1, p450 domain",12347
1786,"Cytochrome P450 11B1, p450 domain",100120
1787,"Cytochrome P450 11B2, p450 domain",10763
1788,"Cytochrome P450 19A1, p450 domain",10766
1789,"Lipoxin A4 receptor, 7tm_1 domain",100338
1790,"Nck adaptor protein 1, SH2 domain",100141
1791,"Nociceptin receptor, 7tm_1 domain",100864
1792,"P2Y purinoceptor 14, 7tm_1 domain",104138
1793,"Protein kinase N1, Pkinase domain",11637
1794,"Proteinase K, Peptidase_S8 domain",102591
1795,"Serotonin transporter, SNF domain",12440
1796,"CAAX prenyl protease 2, Abi domain",103527
1797,"CaM kinase I delta, Pkinase domain",30028
1798,"CaM kinase I gamma, Pkinase domain",30031
1799,"CaM kinase II beta, Pkinase domain",10396
1800,"Cytochrome P450 165B3, p450 domain",102544
1801,"Dopamine D1 receptor, 7tm_1 domain",10453
1802,"Dopamine D2 receptor, 7tm_1 domain",100027
1803,"Dopamine D3 receptor, 7tm_1 domain",105569
1804,"Glucose-6-phosphatase, PAP2 domain",10310
1805,"MCOLN3 protein, PKD_channel domain",103676
1806,"Relaxin-3 receptor 1, 7tm_1 domain",103791
1807,"Relaxin-3 receptor 2, 7tm_1 domain",103792
1808,"Substance-P receptor, 7tm_1 domain",104119
1809,"Succinate receptor 1, 7tm_1 domain",105189
1810,"Succinate receptor 1, 7tm_1 domain",105190
1811,"Thymidine kinase, Herpes_TK domain",12298
1812,"Urotensin-2 receptor, 7tm_1 domain",105682
1813,"AMP deaminase 3, A_deaminase domain",11539
1814,"Adenosine A1 receptor, 7tm_1 domain",105567
1815,"CaM kinase II alpha, Pkinase domain",12415
1816,"CaM kinase II gamma, Pkinase domain",30002
1817,"Cdc2-related kinase, Pkinase domain",105234
1818,"Complement factor D, Trypsin domain",105346
1819,"Cyclophilin B, Pro_isomerase domain",97
1820,"Glucoamylase, Glyco_hydro_15 domain",20121
1821,"Histamine H4 receptor, 7tm_1 domain",103571
1822,"Ion channel NompC, Ion_trans domain",103678
1823,"Muscarinic receptor 2, 7tm_1 domain",102580
1824,"Muscarinic receptor 4, 7tm_1 domain",102578
1825,"Neurokinin 2 receptor, 7tm_1 domain",17121
1826,"Neurokinin 2 receptor, 7tm_1 domain",20126
1827,"Urotensin II receptor, 7tm_1 domain",101124
1828,"fMet-Leu-Phe receptor, 7tm_1 domain",104129
1829,"AMP deaminase 1 , A_deaminase domain",12808
1830,"B1 bradykinin receptor, 7tm_1 domain",101090
1831,"Beta-lactoglobulin, Lipocalin domain",102566
1832,"Chaperone protein dnaK, HSP70 domain",103705
1833,"Glucose transporter, Sugar_tr domain",11173
1834,"MAP kinase p38 delta, Pkinase domain",11081
1835,"MAP kinase p38 gamma, Pkinase domain",12983
1836,"Neurotensin receptor 2, 7tm_1 domain",10487
1837,"Platelet glycoprotein 4, CD36 domain",104107
1838,"Platelet glycoprotein 4, CD36 domain",105214
1839,"Prostanoid IP receptor, 7tm_1 domain",100800
1840,"Serine protease SplB, Trypsin domain",105218
1841,"Vanilloid receptor, Ion_trans domain",11978
1842,"Beta-lactamase II, Lactamase_B domain",104668
1843,"Beta-lactamase, Beta-lactamase domain",101291
1844,"Beta-lactamase, Beta-lactamase domain",101534
1845,"Heme oxygenase, Heme_oxygenase domain",102905
1846,"Melanocortin receptor 5, 7tm_1 domain",12294
1847,"Myeloperoxidase, An_peroxidase domain",10567
1848,"Neuropeptide S receptor, 7tm_1 domain",100871
1849,"Neuropeptide S receptor, 7tm_1 domain",101097
1850,"P-glycoprotein 1, ABC_membrane domain",11031
1851,"P-glycoprotein 1, ABC_membrane domain",11398
1852,"P-glycoprotein 3, ABC_membrane domain",12502
1853,"Phosphodiesterase 1B, PDEase_I domain",10583
1854,"Phosphodiesterase 2A, PDEase_I domain",10595
1855,"Phosphodiesterase 3A, PDEase_I domain",11598
1856,"Phosphodiesterase 4D, PDEase_I domain",10601
1857,"Phosphodiesterase 5A, PDEase_I domain",12657
1858,"Phosphodiesterase 5A, PDEase_I domain",105565
1859,"Phosphodiesterase 6C, PDEase_I domain",10604
1860,"Phosphodiesterase 7B, PDEase_I domain",10016
1861,"Phosphodiesterase 8A, PDEase_I domain",100008
1862,"Phosphodiesterase 8B, PDEase_I domain",100009
1863,"Prokineticin receptor 1, 7tm_1 domain",101268
1864,"Thromboxane A2 receptor, 7tm_1 domain",12480
1865,"Thromboxane A2 receptor, 7tm_1 domain",104261
1866,"Uncharacterized protein, 7tm_2 domain",103856
1867,"Uncharacterized protein, 7tm_2 domain",105205
1868,"Vasopressin V2 receptor, 7tm_1 domain",12720
1869,"Vasopressin V2 receptor, 7tm_1 domain",17076
1870,"Beta-lactamase, Beta-lactamase2 domain",101264
1871,"Dihydrofolate reductase, DHFR_1 domain",10459
1872,"Hemagglutinin-neuraminidase, HN domain",104111
1873,"Norepinephrine transporter, SNF domain",11894
1874,"Purinergic receptor P2Y1, 7tm_1 domain",10545
1875,"Purinergic receptor P2Y2, 7tm_1 domain",11907
1876,"Purinergic receptor P2Y2, 7tm_1 domain",100428
1877,"Purinergic receptor P2Y2, 7tm_1 domain",102849
1878,"Serine protease hepsin, Trypsin domain",104670
1879,"Vasopressin V1a receptor, 7tm_1 domain",104506
1880,"dUTP pyrophosphatase, dUTPase_2 domain",100313
1881,"2-oxoglutarate receptor 1, 7tm_1 domain",105191
1882,"Activin receptor type-1, Pkinase domain",101598
1883,"Alpha-glucosidase, Alpha-amylase domain",100187
1884,"Casein kinase I gamma 1, Pkinase domain",10262
1885,"Casein kinase I gamma 2, Pkinase domain",11629
1886,"Ecdysone receptor, Hormone_recep domain",10461
1887,"Ecdysone receptor, Hormone_recep domain",17023
1888,"Ecdysone receptor, Hormone_recep domain",102418
1889,"LIM domain kinase 1, Pkinase_Tyr domain",30018
1890,"Leukotriene B4 receptor 2, 7tm_1 domain",10868
1891,"Misshapen-like kinase 1, Pkinase domain",101220
1892,"Myotonin-protein kinase, Pkinase domain",100918
1893,"P2X purinoceptor 1, P2X_receptor domain",10535
1894,"P2X purinoceptor 1, P2X_receptor domain",10536
1895,"P2X purinoceptor 2, P2X_receptor domain",10010
1896,"P2X purinoceptor 2, P2X_receptor domain",10537
1897,"P2X purinoceptor 3, P2X_receptor domain",10275
1898,"P2X purinoceptor 3, P2X_receptor domain",11904
1899,"P2X purinoceptor 4, P2X_receptor domain",10410
1900,"P2X purinoceptor 4, P2X_receptor domain",11949
1901,"P2X purinoceptor 4, P2X_receptor domain",12472
1902,"P2X purinoceptor 4, P2X_receptor domain",105424
1903,"P2X purinoceptor 6, P2X_receptor domain",10539
1904,"Purinergic receptor P2Y11, 7tm_1 domain",10871
1905,"Purinergic receptor P2Y14, 7tm_1 domain",100848
1906,"Sodium/iodide cotransporter, SSF domain",105643
1907,"14-alpha sterol demethylase, p450 domain",103917
1908,"Activin receptor type-1B, Pkinase domain",100908
1909,"Activin receptor type-2A, Pkinase domain",101473
1910,"Activin receptor type-2B, Pkinase domain",100992
1911,"Beta-1 adrenergic receptor, 7tm_1 domain",101199
1912,"Beta-2 adrenergic receptor, 7tm_1 domain",12887
1913,"Beta-2 adrenergic receptor, 7tm_1 domain",17052
1914,"Beta-2 adrenergic receptor, 7tm_1 domain",100863
1915,"Beta-3 adrenergic receptor, 7tm_1 domain",11929
1916,"Beta-3 adrenergic receptor, 7tm_1 domain",12202
1917,"Beta-lactamase VIM-2, Lactamase_B domain",101561
1918,"Bile acid receptor, Hormone_recep domain",100960
1919,"Cholecystokinin A receptor, 7tm_1 domain",10466
1920,"Cholecystokinin B receptor, 7tm_1 domain",11528
1921,"Cholecystokinin B receptor, 7tm_1 domain",100286
1922,"Diacylglycerol kinase 1, DAGK_cat domain",102589
1923,"Free fatty acid receptor 1, 7tm_1 domain",104260
1924,"Free fatty acid receptor 2, 7tm_1 domain",100867
1925,"Glucan synthase , Glucan_synthase domain",19912
1926,"Neuropeptide FF receptor 1, 7tm_1 domain",102733
1927,"Neuropeptide FF receptor 2, 7tm_1 domain",102734
1928,"Sterol 14-alpha demethylase, p450 domain",103036
1929,"TGF-beta receptor type-1, Pkinase domain",104517
1930,"Vitamin D receptor, Hormone_recep domain",12751
1931,"Adaptor-associated kinase, Pkinase domain",30000
1932,"Beta-galactosidase, Glyco_hydro_35 domain",100238
1933,"C-X3-C chemokine receptor 1, 7tm_1 domain",100138
1934,"Cyclin-dependent kinase 3, Pkinase domain",12828
1935,"Cyclin-dependent kinase 6, Pkinase domain",10480
1936,"Emopamil-binding protein-like, EBP domain",105591
1937,"Glutathione reductase, Pyr_redox_2 domain",12642
1938,"Glutathione reductase, Pyr_redox_2 domain",19632
1939,"Indoleamine 2,3-dioxygenase 2, IDO domain",105489
1940,"Myosin light chain kinase, Pkinase domain",12959
1941,"Pho80/Pho85/Pho81 complex, Pkinase domain",104916
1942,"Prolyl endopeptidase, Peptidase_S9 domain",10962
1943,"Prolyl endopeptidase, Peptidase_S9 domain",10963
1944,"Prolyl endopeptidase, Peptidase_S9 domain",10964
1945,"Prolyl endopeptidase, Peptidase_S9 domain",11920
1946,"Prolyl endopeptidase, Peptidase_S9 domain",11968
1947,"Prolyl endopeptidase, Peptidase_S9 domain",101428
1948,"Prostate specific antigen, Trypsin domain",10373
1949,"Putative cytochrome P450 125, p450 domain",101486
1950,"Putative cytochrome P450 130, p450 domain",100924
1951,"Vitamin D3 receptor, Hormone_recep domain",101150
1952,"Alpha-1a adrenergic receptor, 7tm_1 domain",12853
1953,"Bile salt export pump, ABC_membrane domain",102394
1954,"Bile salt export pump, ABC_membrane domain",104615
1955,"Cyclin-dependent kinase 13, Pkinase domain",104272
1956,"Glycogen synthase kinase-3, Pkinase domain",105579
1957,"Mixed lineage kinase 7, Pkinase_Tyr domain",20007
1958,"Parathyroid hormone receptor, 7tm_2 domain",160
1959,"Parathyroid hormone receptor, 7tm_2 domain",101423
1960,"Parathyroid hormone receptor, 7tm_2 domain",102851
1961,"Pyrimidinergic receptor P2Y4, 7tm_1 domain",10541
1962,"Pyrimidinergic receptor P2Y6, 7tm_1 domain",100826
1963,"RXR alpha/PPAR gamma, Hormone_recep domain",105089
1964,"Serotonin 4 (5-HT4) receptor, 7tm_1 domain",11249
1965,"Serotonin 6 (5-HT6) receptor, 7tm_1 domain",102814
1966,"Serotonin 7 (5-HT7) receptor, 7tm_1 domain",100868
1967,"Wee1-like protein kinase 2, Pkinase domain",101069
1968,"C-C chemokine receptor type 3, 7tm_1 domain",20027
1969,"C-C chemokine receptor type 3, 7tm_1 domain",102806
1970,"C-C chemokine receptor type 4, 7tm_1 domain",100858
1971,"C-C chemokine receptor type 5, 7tm_1 domain",104226
1972,"C-C chemokine receptor type 5, 7tm_1 domain",104227
1973,"C-C chemokine receptor type 6, 7tm_1 domain",100432
1974,"Carbonic anhydrase 1, Carb_anhydrase domain",105642
1975,"Dipeptidyl peptidase 1, Peptidase_C1 domain",102562
1976,"G-protein coupled receptor 35, 7tm_1 domain",103700
1977,"G-protein coupled receptor 55, 7tm_1 domain",103170
1978,"G-protein coupled receptor 81, 7tm_1 domain",103151
1979,"G-protein coupled receptor 81, 7tm_1 domain",105178
1980,"G-protein coupled receptor 81, 7tm_1 domain",105179
1981,"Monocarboxylate transporter 1, MFS_1 domain",104650
1982,"Monocarboxylate transporter 2, MFS_1 domain",104659
1983,"Monocarboxylate transporter 4, MFS_1 domain",104604
1984,"Oligo-1,6-glucosidase, Alpha-amylase domain",101352
1985,"Omega-3 fatty acid receptor 1, 7tm_1 domain",104578
1986,"PI3-kinase p110-alpha/p85-alpha, SH2 domain",105055
1987,"PI3-kinase p110-delta/p85-alpha, SH2 domain",104943
